Latitude,Longitude,Time,Predicted Value,Actual Value
41.1056,29.0257,2025-03-14 14:31:44.211,-85.93,-96.9
41.1056,29.0257,2025-03-14 14:31:44.500,-85.93,-101.4
41.10561,29.02569,2025-03-14 14:31:45.214,-85.91,-98.5
41.10561,29.02569,2025-03-14 14:31:45.750,-85.91,-99.0
41.10561,29.02569,2025-03-14 14:31:46.219,-85.91,-97.7
41.10561,29.02569,2025-03-14 14:31:46.500,-85.91,-97.2
41.10562,29.02569,2025-03-14 14:31:47.223,-85.86,-96.2
41.10562,29.02569,2025-03-14 14:31:47.752,-85.86,-96.8
41.10563,29.02568,2025-03-14 14:31:48.226,-85.84,-97.7
41.10563,29.02568,2025-03-14 14:31:48.499,-85.84,-101.2
41.10564,29.02568,2025-03-14 14:31:49.232,-85.8,-100.4
41.10564,29.02568,2025-03-14 14:31:49.754,-85.8,-99.5
41.10566,29.02568,2025-03-14 14:31:50.236,-85.71,-98.6
41.10566,29.02568,2025-03-14 14:31:50.535,-85.71,-102.0
41.10567,29.02567,2025-03-14 14:31:51.239,-85.68,-99.7
41.10567,29.02567,2025-03-14 14:31:51.758,-85.68,-101.5
41.10568,29.02567,2025-03-14 14:31:52.242,-85.64,-99.7
41.10568,29.02567,2025-03-14 14:31:52.562,-85.64,-99.6
41.10569,29.02567,2025-03-14 14:31:53.245,-85.59,-98.3
41.10569,29.02567,2025-03-14 14:31:53.761,-85.59,-99.8
41.10571,29.02566,2025-03-14 14:31:54.251,-85.53,-99.6
41.10571,29.02566,2025-03-14 14:31:54.566,-85.53,-99.1
41.10572,29.02566,2025-03-14 14:31:55.500,-85.48,-98.7
41.10572,29.02566,2025-03-14 14:31:55.763,-85.48,-98.8
41.10573,29.02566,2025-03-14 14:31:56.257,-85.44,-99.8
41.10573,29.02566,2025-03-14 14:31:56.595,-85.44,-102.2
41.10574,29.02566,2025-03-14 14:31:57.263,-85.39,-97.0
41.10574,29.02566,2025-03-14 14:31:57.999,-85.39,-94.6
41.10575,29.02567,2025-03-14 14:31:58.267,-85.32,-106.0
41.10575,29.02567,2025-03-14 14:31:58.999,-85.32,-97.6
41.10576,29.02568,2025-03-14 14:31:59.534,-85.24,-98.7
41.10576,29.02568,2025-03-14 14:31:59.534,-85.24,-97.6
41.10575,29.02567,2025-03-14 14:32:03.770,-85.32,-95.0
41.10574,29.02568,2025-03-14 14:32:04.292,-85.34,-93.8
41.10574,29.02568,2025-03-14 14:32:04.499,-85.34,-95.7
41.10574,29.02568,2025-03-14 14:32:05.294,-85.34,-95.3
41.10574,29.02568,2025-03-14 14:32:05.773,-85.34,-97.9
41.10573,29.02568,2025-03-14 14:32:06.297,-85.38,-97.7
41.10573,29.02568,2025-03-14 14:32:06.500,-85.38,-100.0
41.10571,29.02568,2025-03-14 14:32:07.302,-85.48,-99.0
41.10571,29.02568,2025-03-14 14:32:07.775,-85.48,-101.7
41.10571,29.02568,2025-03-14 14:32:08.307,-85.48,-102.1
41.10571,29.02568,2025-03-14 14:32:08.515,-85.48,-102.0
41.1057,29.02568,2025-03-14 14:32:09.310,-85.52,-104.0
41.1057,29.02568,2025-03-14 14:32:09.776,-85.52,-101.3
41.10569,29.02568,2025-03-14 14:32:10.315,-85.57,-100.2
41.10569,29.02568,2025-03-14 14:32:10.536,-85.57,-98.5
41.10567,29.02568,2025-03-14 14:32:11.318,-85.66,-99.3
41.10567,29.02568,2025-03-14 14:32:11.778,-85.66,-100.0
41.10567,29.02568,2025-03-14 14:32:12.321,-85.66,-100.2
41.10567,29.02568,2025-03-14 14:32:12.557,-85.66,-99.4
41.10565,29.02568,2025-03-14 14:32:13.325,-85.75,-98.7
41.10565,29.02568,2025-03-14 14:32:13.780,-85.75,-100.0
41.10565,29.02568,2025-03-14 14:32:14.500,-85.75,-98.1
41.10565,29.02568,2025-03-14 14:32:14.596,-85.75,-95.2
41.10564,29.02568,2025-03-14 14:32:15.334,-85.8,-95.6
41.10564,29.02568,2025-03-14 14:32:16.000,-85.8,-95.7
41.10563,29.02567,2025-03-14 14:32:16.499,-85.87,-95.8
41.10562,29.02567,2025-03-14 14:32:17.034,-85.91,-98.8
41.10562,29.02567,2025-03-14 14:32:17.340,-85.91,-97.3
41.10561,29.02567,2025-03-14 14:32:18.023,-85.96,-98.2
41.10561,29.02567,2025-03-14 14:32:18.499,-85.96,-93.8
41.1056,29.02567,2025-03-14 14:32:19.033,-86.01,-96.0
41.1056,29.02567,2025-03-14 14:32:19.500,-86.01,-98.2
41.10559,29.02567,2025-03-14 14:32:20.040,-86.05,-96.3
