Latitude,Longitude,Time,Predicted Value,Actual Value
41.10433,29.02031,2025-03-14 14:20:12.332,-187.74,-83.5
41.10433,29.02031,2025-03-14 14:20:12.672,-187.74,-78.4
41.10433,29.02031,2025-03-14 14:20:12.776,-187.74,-78.9
41.10435,29.02032,2025-03-14 14:20:13.031,-187.61,-78.1
41.10435,29.02032,2025-03-14 14:20:13.775,-187.61,-77.4
41.10437,29.02032,2025-03-14 14:20:14.030,-187.62,-76.9
41.10437,29.02032,2025-03-14 14:20:14.777,-187.62,-78.0
41.10437,29.02032,2025-03-14 14:20:15.028,-187.62,-76.6
41.10437,29.02032,2025-03-14 14:20:15.780,-187.62,-75.6
41.10438,29.02033,2025-03-14 14:20:16.016,-187.5,-76.2
41.10438,29.02033,2025-03-14 14:20:16.925,-187.5,-77.4
41.10439,29.02033,2025-03-14 14:20:17.036,-187.51,-76.9
41.10439,29.02033,2025-03-14 14:20:17.786,-187.51,-75.3
41.10439,29.02033,2025-03-14 14:20:18.044,-187.51,-73.2
41.10439,29.02033,2025-03-14 14:20:18.928,-187.51,-76.2
41.10439,29.02033,2025-03-14 14:20:19.040,-187.51,-74.5
41.10439,29.02033,2025-03-14 14:20:19.795,-187.51,-72.3
41.10439,29.02033,2025-03-14 14:20:20.074,-187.51,-72.2
41.10439,29.02033,2025-03-14 14:20:20.933,-187.51,-76.2
41.10439,29.02034,2025-03-14 14:20:21.083,-187.39,-75.9
41.10439,29.02034,2025-03-14 14:20:21.998,-187.39,-76.9
41.1044,29.02033,2025-03-14 14:20:22.500,-187.52,-76.8
41.1044,29.02033,2025-03-14 14:20:22.936,-187.52,-75.6
41.10441,29.02031,2025-03-14 14:20:23.499,-187.77,-74.5
41.10441,29.02031,2025-03-14 14:20:23.807,-187.77,-75.4
41.10442,29.0203,2025-03-14 14:20:24.498,-187.9,-76.0
41.10443,29.02028,2025-03-14 14:20:25.015,-188.15,-75.7
41.10443,29.02028,2025-03-14 14:20:25.500,-188.15,-74.9
41.10443,29.02028,2025-03-14 14:20:26.000,-188.15,-75.0
41.10444,29.02026,2025-03-14 14:20:26.499,-188.39,-74.1
41.10444,29.02025,2025-03-14 14:20:27.017,-188.51,-71.9
41.10444,29.02025,2025-03-14 14:20:27.499,-188.51,-71.5
41.10446,29.02023,2025-03-14 14:20:28.021,-188.76,-73.0
41.10446,29.02023,2025-03-14 14:20:28.500,-188.76,-73.9
41.1045,29.0202,2025-03-14 14:20:29.021,-189.17,-73.4
41.1045,29.0202,2025-03-14 14:20:29.499,-189.17,-73.4
41.10454,29.02018,2025-03-14 14:20:30.013,-189.47,-74.6
41.10454,29.02018,2025-03-14 14:20:30.499,-189.47,-73.6
41.10454,29.02019,2025-03-14 14:20:31.024,-189.37,-73.4
41.10455,29.02018,2025-03-14 14:20:31.566,-189.5,-74.6
41.10457,29.02017,2025-03-14 14:20:32.030,-189.66,-75.7
41.10457,29.02017,2025-03-14 14:20:32.500,-189.66,-74.7
