Latitude,Longitude,Time,Predicted Value,Actual Value
41.10464,29.0216,2025-03-14 14:22:06.500,-166.63,-64.6
41.10464,29.02161,2025-03-14 14:22:07.178,-166.49,-60.0
41.10464,29.02161,2025-03-14 14:22:07.517,-166.49,-61.7
41.10465,29.02162,2025-03-14 14:22:08.180,-166.87,-63.7
41.10465,29.02162,2025-03-14 14:22:08.498,-166.87,-66.0
41.10466,29.02162,2025-03-14 14:22:09.183,-167.36,-64.4
41.10466,29.02162,2025-03-14 14:22:09.516,-167.36,-65.3
41.10467,29.02163,2025-03-14 14:22:10.242,-167.74,-66.3
41.10467,29.02163,2025-03-14 14:22:10.523,-167.74,-64.5
41.10468,29.02163,2025-03-14 14:22:11.190,-168.22,-67.8
41.10468,29.02163,2025-03-14 14:22:11.536,-168.22,-63.3
41.10469,29.02163,2025-03-14 14:22:12.193,-168.68,-65.8
41.10469,29.02163,2025-03-14 14:22:12.524,-168.68,-64.9
41.1047,29.02163,2025-03-14 14:22:13.196,-169.13,-67.7
41.1047,29.02163,2025-03-14 14:22:13.535,-169.13,-64.0
41.10471,29.02163,2025-03-14 14:22:14.199,-169.57,-67.0
41.10471,29.02163,2025-03-14 14:22:14.556,-169.57,-63.5
41.10472,29.02163,2025-03-14 14:22:15.202,-170.01,-68.1
41.10472,29.02163,2025-03-14 14:22:15.564,-170.01,-65.2
41.10473,29.02163,2025-03-14 14:22:16.207,-170.43,-67.8
41.10473,29.02163,2025-03-14 14:22:16.575,-170.43,-65.7
41.10475,29.02163,2025-03-14 14:22:17.211,-171.25,-69.5
41.10475,29.02163,2025-03-14 14:22:17.596,-171.25,-67.9
41.10476,29.02163,2025-03-14 14:22:18.214,-171.64,-68.4
41.10476,29.02163,2025-03-14 14:22:18.576,-171.64,-69.1
41.10477,29.02163,2025-03-14 14:22:19.219,-172.03,-70.3
41.10479,29.02163,2025-03-14 14:22:20.027,-172.78,-69.2
41.10479,29.02163,2025-03-14 14:22:20.500,-172.78,-69.1
41.10479,29.02163,2025-03-14 14:22:20.999,-172.78,-70.2
41.1048,29.02163,2025-03-14 14:22:21.226,-173.14,-71.7
41.1048,29.02163,2025-03-14 14:22:21.998,-173.14,-71.0
41.10481,29.02163,2025-03-14 14:22:22.500,-173.5,-71.3
41.10481,29.02163,2025-03-14 14:22:22.999,-173.5,-66.8
41.10482,29.02162,2025-03-14 14:22:23.499,-173.9,-69.6
41.10482,29.02162,2025-03-14 14:22:23.999,-173.9,-67.2
41.10484,29.02163,2025-03-14 14:22:24.500,-174.53,-65.1
41.10485,29.02163,2025-03-14 14:22:25.026,-174.86,-67.0
41.10485,29.02163,2025-03-14 14:22:25.499,-174.86,-68.3
41.10486,29.02163,2025-03-14 14:22:26.039,-175.19,-68.0
41.10486,29.02163,2025-03-14 14:22:26.499,-175.19,-71.5
41.10487,29.02163,2025-03-14 14:22:27.023,-175.51,-71.7
41.10487,29.02163,2025-03-14 14:22:27.501,-175.51,-75.1
41.10489,29.02162,2025-03-14 14:22:28.025,-176.17,-69.2
41.10489,29.02162,2025-03-14 14:22:28.499,-176.17,-72.9
41.1049,29.02162,2025-03-14 14:22:29.103,-176.47,-73.5
41.1049,29.02162,2025-03-14 14:22:29.500,-176.47,-74.2
41.10491,29.02163,2025-03-14 14:22:30.028,-176.73,-69.8
41.10491,29.02163,2025-03-14 14:22:30.499,-176.73,-75.4
41.10491,29.02162,2025-03-14 14:22:31.105,-176.77,-72.2
41.10491,29.02162,2025-03-14 14:22:31.501,-176.77,-74.5
41.10492,29.02162,2025-03-14 14:22:32.030,-177.06,-76.8
41.10492,29.02162,2025-03-14 14:22:32.499,-177.06,-73.2
41.10493,29.02162,2025-03-14 14:22:33.108,-177.35,-71.3
