Latitude,Longitude,Time,Predicted Value,Actual Value
41.10735,29.0252,2025-03-14 14:41:29.658,-75.88,-86.0
41.10736,29.02518,2025-03-14 14:41:30.370,-75.62,-86.7
41.10736,29.02518,2025-03-14 14:41:30.554,-75.62,-89.6
41.10737,29.02517,2025-03-14 14:41:31.357,-75.45,-89.4
41.10737,29.02517,2025-03-14 14:41:31.533,-75.45,-87.4
41.10738,29.02514,2025-03-14 14:41:32.499,-75.09,-86.8
41.10738,29.02514,2025-03-14 14:41:33.000,-75.09,-85.8
41.10739,29.02512,2025-03-14 14:41:33.498,-74.82,-88.2
41.10739,29.02512,2025-03-14 14:41:33.593,-74.82,-86.7
41.10738,29.0251,2025-03-14 14:41:34.499,-74.69,-87.8
41.10738,29.0251,2025-03-14 14:41:34.998,-74.69,-88.4
41.10738,29.02509,2025-03-14 14:41:35.500,-74.59,-90.2
41.10738,29.02506,2025-03-14 14:41:36.031,-74.28,-89.0
41.10738,29.02506,2025-03-14 14:41:36.499,-74.28,-91.8
41.10738,29.02504,2025-03-14 14:41:37.029,-74.08,-88.2
41.10738,29.02504,2025-03-14 14:41:37.498,-74.08,-89.2
41.10738,29.02502,2025-03-14 14:41:38.030,-73.87,-87.8
41.10738,29.02502,2025-03-14 14:41:38.500,-73.87,-87.4
41.10738,29.025,2025-03-14 14:41:39.037,-73.65,-88.2
41.10738,29.025,2025-03-14 14:41:39.500,-73.65,-89.8
41.10739,29.02498,2025-03-14 14:41:40.028,-73.37,-88.2
41.10739,29.02498,2025-03-14 14:41:40.499,-73.37,-87.6
41.10739,29.02496,2025-03-14 14:41:41.030,-73.15,-86.5
41.10739,29.02496,2025-03-14 14:41:41.500,-73.15,-87.9
41.10739,29.02494,2025-03-14 14:41:42.022,-72.93,-86.6
41.10739,29.02494,2025-03-14 14:41:42.500,-72.93,-88.2
41.10739,29.02492,2025-03-14 14:41:43.044,-72.7,-86.7
41.10739,29.02492,2025-03-14 14:41:43.500,-72.7,-86.4
41.10739,29.02491,2025-03-14 14:41:44.039,-72.59,-88.2
41.10739,29.02491,2025-03-14 14:41:44.499,-72.59,-87.1
