Latitude,Longitude,Time,Predicted Value,Actual Value
41.10454,29.02151,2025-03-14 12:16:37.016,-163.7,-60.2
41.10454,29.02151,2025-03-14 12:16:37.501,-163.7,-59.8
41.10453,29.02144,2025-03-14 12:16:38.016,-165.57,-57.6
41.10453,29.02144,2025-03-14 12:16:38.500,-165.57,-59.1
41.10453,29.02138,2025-03-14 12:16:39.025,-167.52,-61.4
41.10453,29.02138,2025-03-14 12:16:39.500,-167.52,-58.5
41.10452,29.02133,2025-03-14 12:16:40.014,-168.82,-62.9
41.10452,29.02133,2025-03-14 12:16:40.499,-168.82,-60.9
41.10452,29.02128,2025-03-14 12:16:41.012,-170.32,-60.0
41.10452,29.02128,2025-03-14 12:16:41.501,-170.32,-63.0
41.10451,29.02121,2025-03-14 12:16:42.037,-172.12,-63.2
41.10451,29.02121,2025-03-14 12:16:42.867,-172.12,-62.6
41.10451,29.02114,2025-03-14 12:16:43.007,-173.95,-64.3
41.10451,29.02114,2025-03-14 12:16:43.499,-173.95,-64.7
41.1045,29.02105,2025-03-14 12:16:44.023,-175.98,-60.0
41.1045,29.02105,2025-03-14 12:16:44.499,-175.98,-58.7
41.10449,29.02096,2025-03-14 12:16:45.013,-177.85,-62.0
41.10449,29.02096,2025-03-14 12:16:45.499,-177.85,-61.4
41.10448,29.02088,2025-03-14 12:16:46.007,-179.37,-63.8
41.10448,29.02088,2025-03-14 12:16:46.500,-179.37,-61.5
41.10446,29.02079,2025-03-14 12:16:47.013,-180.93,-60.2
41.10446,29.02074,2025-03-14 12:16:47.886,-181.79,-61.1
41.10445,29.02069,2025-03-14 12:16:48.028,-182.58,-57.8
41.10445,29.02069,2025-03-14 12:16:48.892,-182.58,-64.3
41.10443,29.02059,2025-03-14 12:16:49.023,-184.07,-64.2
41.10443,29.02055,2025-03-14 12:16:49.896,-184.65,-68.9
41.10442,29.0205,2025-03-14 12:16:50.033,-185.34,-66.5
41.10442,29.0205,2025-03-14 12:16:50.901,-185.34,-70.5
41.10441,29.02042,2025-03-14 12:16:51.032,-186.39,-73.2
41.10441,29.02042,2025-03-14 12:16:51.901,-186.39,-71.0
41.10439,29.02036,2025-03-14 12:16:52.050,-187.14,-69.6
41.10439,29.02033,2025-03-14 12:16:52.904,-187.51,-68.5
41.10439,29.0203,2025-03-14 12:16:53.441,-187.87,-68.1
41.10439,29.0203,2025-03-14 12:16:53.909,-187.87,-70.5
41.10438,29.02024,2025-03-14 12:16:54.069,-188.57,-66.9
41.10437,29.02022,2025-03-14 12:16:54.912,-188.79,-66.8
41.10437,29.02021,2025-03-14 12:16:55.500,-188.91,-68.8
41.10437,29.02021,2025-03-14 12:16:56.000,-188.91,-69.7
41.10436,29.02018,2025-03-14 12:16:56.501,-189.24,-74.6
41.10436,29.02016,2025-03-14 12:16:57.016,-189.46,-76.2
41.10436,29.02016,2025-03-14 12:16:57.500,-189.46,-74.2
41.10436,29.02016,2025-03-14 12:16:58.000,-189.46,-71.5
41.10435,29.02013,2025-03-14 12:16:58.499,-189.78,-71.0
41.10435,29.02009,2025-03-14 12:16:59.043,-190.2,-76.8
41.10435,29.02009,2025-03-14 12:16:59.499,-190.2,-75.8
41.10436,29.02007,2025-03-14 12:17:00.067,-190.41,-74.4
41.10436,29.02007,2025-03-14 12:17:00.499,-190.41,-74.1
41.10436,29.02006,2025-03-14 12:17:01.065,-190.52,-74.7
41.10436,29.02006,2025-03-14 12:17:01.500,-190.52,-74.1
41.10436,29.02005,2025-03-14 12:17:02.056,-190.62,-72.7
41.10436,29.02005,2025-03-14 12:17:02.499,-190.62,-74.8
41.10436,29.02004,2025-03-14 12:17:03.037,-190.72,-72.6
41.10436,29.02004,2025-03-14 12:17:03.500,-190.72,-75.9
41.10437,29.02003,2025-03-14 12:17:04.061,-190.82,-77.0
41.10437,29.02003,2025-03-14 12:17:04.501,-190.82,-75.6
41.10438,29.02002,2025-03-14 12:17:05.024,-190.93,-76.8
41.10438,29.02002,2025-03-14 12:17:05.500,-190.93,-69.4
