Latitude,Longitude,Time,Predicted Value,Actual Value
41.1076,29.02257,2025-03-14 12:18:50.499,-179.1,-81.6
41.10757,29.02263,2025-03-14 12:18:51.014,-177.65,-81.4
41.10756,29.02266,2025-03-14 12:18:51.587,-176.94,-84.3
41.10755,29.02268,2025-03-14 12:18:52.016,-176.41,-85.9
41.10755,29.02268,2025-03-14 12:18:52.499,-176.41,-84.1
41.10753,29.02272,2025-03-14 12:18:53.018,-175.3,-84.0
41.10753,29.02274,2025-03-14 12:18:53.589,-174.84,-82.1
41.10752,29.02276,2025-03-14 12:18:54.017,-174.24,-87.6
41.10752,29.02276,2025-03-14 12:18:54.499,-174.24,-86.2
41.10752,29.0228,2025-03-14 12:18:55.016,-173.26,-86.9
41.10752,29.0228,2025-03-14 12:18:55.591,-173.26,-88.3
41.10752,29.02285,2025-03-14 12:18:56.011,-171.97,-87.9
41.10752,29.02285,2025-03-14 12:18:56.501,-171.97,-87.7
41.10753,29.02291,2025-03-14 12:18:57.016,-170.51,-85.7
41.10753,29.02295,2025-03-14 12:18:57.594,-169.37,-85.0
41.10753,29.02298,2025-03-14 12:18:58.022,-168.49,-85.1
41.10753,29.02298,2025-03-14 12:18:58.499,-168.49,-82.0
41.10754,29.02308,2025-03-14 12:18:59.024,-75.07,-75.9
41.10754,29.02308,2025-03-14 12:18:59.595,-75.07,-72.8
41.10756,29.02318,2025-03-14 12:19:00.023,-55.5,-71.8
41.10756,29.02318,2025-03-14 12:19:00.499,-55.5,-75.7
41.10758,29.02327,2025-03-14 12:19:01.015,-49.47,-76.5
41.10758,29.02327,2025-03-14 12:19:01.598,-49.47,-69.8
41.10759,29.02336,2025-03-14 12:19:02.014,-46.55,-70.5
41.10759,29.02336,2025-03-14 12:19:02.500,-46.55,-70.5
41.10761,29.02342,2025-03-14 12:19:03.012,-46.71,-67.1
41.10761,29.02344,2025-03-14 12:19:03.602,-46.58,-64.2
41.10762,29.02346,2025-03-14 12:19:04.020,-47.06,-60.8
41.10762,29.02346,2025-03-14 12:19:04.499,-47.06,-61.9
41.10763,29.0235,2025-03-14 12:19:05.017,-47.65,-57.4
41.10763,29.02352,2025-03-14 12:19:05.604,-47.77,-61.3
41.10764,29.02354,2025-03-14 12:19:06.032,-48.41,-67.8
41.10764,29.02354,2025-03-14 12:19:06.499,-48.41,-65.8
41.10765,29.02359,2025-03-14 12:19:07.019,-49.39,-66.8
41.10766,29.02362,2025-03-14 12:19:07.609,-50.19,-61.6
41.10767,29.02364,2025-03-14 12:19:08.026,-50.85,-59.9
41.10767,29.02364,2025-03-14 12:19:08.500,-50.85,-64.2
41.10768,29.02371,2025-03-14 12:19:09.015,-52.28,-60.6
41.10768,29.02371,2025-03-14 12:19:09.611,-52.28,-57.8
41.1077,29.02379,2025-03-14 12:19:10.013,-54.21,-60.2
41.1077,29.02379,2025-03-14 12:19:10.499,-54.21,-66.6
41.10773,29.02389,2025-03-14 12:19:11.012,-56.61,-65.8
41.10774,29.02393,2025-03-14 12:19:11.614,-57.47,-66.0
41.10775,29.02398,2025-03-14 12:19:12.024,-58.47,-67.6
41.10775,29.02398,2025-03-14 12:19:12.500,-58.47,-69.5
41.10778,29.02407,2025-03-14 12:19:13.021,-60.35,-67.5
41.10778,29.02407,2025-03-14 12:19:13.616,-60.35,-66.7
41.1078,29.02416,2025-03-14 12:19:14.016,-61.95,-69.5
41.1078,29.02416,2025-03-14 12:19:14.499,-61.95,-71.9
41.10783,29.02425,2025-03-14 12:19:15.015,-63.55,-72.0
41.10783,29.02425,2025-03-14 12:19:15.619,-63.55,-73.2
41.10784,29.02434,2025-03-14 12:19:16.012,-64.85,-74.4
41.10784,29.02434,2025-03-14 12:19:16.500,-64.85,-73.5
41.10785,29.02443,2025-03-14 12:19:17.418,-66.09,-73.0
41.10785,29.02448,2025-03-14 12:19:17.621,-66.71,-71.7
41.10785,29.02452,2025-03-14 12:19:18.421,-67.21,-73.8
41.10785,29.02452,2025-03-14 12:19:18.529,-67.21,-74.8
41.10786,29.02462,2025-03-14 12:19:19.424,-68.45,-72.2
41.10785,29.02467,2025-03-14 12:19:19.626,-68.99,-68.4
41.10784,29.02473,2025-03-14 12:19:20.428,-69.64,-73.5
41.10784,29.02473,2025-03-14 12:19:20.529,-69.64,-79.6
41.10783,29.02484,2025-03-14 12:19:21.430,-70.83,-80.8
41.10783,29.02489,2025-03-14 12:19:21.628,-71.36,-82.4
41.10784,29.02495,2025-03-14 12:19:22.499,-72.01,-82.0
41.10784,29.02507,2025-03-14 12:19:23.016,-73.21,-85.0
41.10784,29.02507,2025-03-14 12:19:23.499,-73.21,-86.3
41.10784,29.02512,2025-03-14 12:19:23.999,-73.69,-89.3
41.10783,29.02518,2025-03-14 12:19:24.500,-74.24,-86.6
41.10782,29.02529,2025-03-14 12:19:25.053,-75.24,-86.5
41.10782,29.02529,2025-03-14 12:19:25.499,-75.24,-88.4
41.10781,29.0254,2025-03-14 12:19:26.009,-76.2,-91.9
41.10781,29.0254,2025-03-14 12:19:26.500,-76.2,-92.6
41.1078,29.02551,2025-03-14 12:19:27.011,-77.12,-92.4
41.1078,29.02551,2025-03-14 12:19:27.499,-77.12,-90.8
41.10778,29.02561,2025-03-14 12:19:28.015,-77.94,-91.6
41.10778,29.02561,2025-03-14 12:19:28.500,-77.94,-89.8
41.1078,29.02572,2025-03-14 12:19:29.009,-78.77,-88.1
41.1078,29.02572,2025-03-14 12:19:29.499,-78.77,-92.5
41.1078,29.02582,2025-03-14 12:19:30.019,-79.51,-93.4
41.1078,29.02582,2025-03-14 12:19:30.500,-79.51,-92.5
41.10782,29.02591,2025-03-14 12:19:31.022,-80.13,-90.8
41.10782,29.02591,2025-03-14 12:19:31.500,-80.13,-88.4
41.10782,29.02598,2025-03-14 12:19:32.021,-80.61,-88.1
41.10782,29.02598,2025-03-14 12:19:32.500,-80.61,-95.7
41.10782,29.02604,2025-03-14 12:19:33.009,-81.01,-92.5
41.10782,29.02604,2025-03-14 12:19:33.500,-81.01,-90.4
41.10784,29.02608,2025-03-14 12:19:34.029,-81.26,-92.6
41.10784,29.02608,2025-03-14 12:19:34.499,-81.26,-96.5
41.10783,29.02611,2025-03-14 12:19:35.015,-81.46,-94.0
41.10783,29.02611,2025-03-14 12:19:35.647,-81.46,-92.2
41.10783,29.02613,2025-03-14 12:19:36.010,-81.59,-92.7
41.10783,29.02613,2025-03-14 12:19:36.500,-81.59,-91.4
41.10783,29.02614,2025-03-14 12:19:37.003,-81.66,-92.9
41.10783,29.02614,2025-03-14 12:19:37.650,-81.66,-90.9
41.10782,29.02615,2025-03-14 12:19:38.012,-81.73,-92.9
41.10782,29.02615,2025-03-14 12:19:38.501,-81.73,-91.8
41.1078,29.02616,2025-03-14 12:19:39.014,-81.82,-93.0
41.1078,29.02616,2025-03-14 12:19:39.500,-81.82,-94.3
41.10781,29.02616,2025-03-14 12:19:40.022,-81.81,-94.0
41.10781,29.02616,2025-03-14 12:19:40.500,-81.81,-88.1
41.1078,29.02617,2025-03-14 12:19:41.013,-81.88,-90.8
41.1078,29.02617,2025-03-14 12:19:41.656,-81.88,-87.1
41.1078,29.02617,2025-03-14 12:19:42.011,-81.88,-89.8
41.1078,29.02617,2025-03-14 12:19:42.499,-81.88,-90.2
41.10778,29.02618,2025-03-14 12:19:43.018,-81.98,-93.4
41.10778,29.02618,2025-03-14 12:19:43.502,-81.98,-97.3
41.10775,29.02619,2025-03-14 12:19:44.021,-82.09,-96.7
41.10775,29.02619,2025-03-14 12:19:44.142,-82.09,-96.4
41.10765,29.0236,2025-03-14 12:22:09.385,-49.52,-67.0
41.10766,29.02365,2025-03-14 12:22:10.048,-50.64,-65.4
41.10766,29.02365,2025-03-14 12:22:10.500,-50.64,-68.5
41.10767,29.02371,2025-03-14 12:22:11.056,-51.98,-64.3
41.10767,29.02371,2025-03-14 12:22:11.499,-51.98,-61.2
41.10769,29.02377,2025-03-14 12:22:12.050,-53.61,-59.8
41.10769,29.02377,2025-03-14 12:22:12.501,-53.61,-57.8
41.1077,29.02384,2025-03-14 12:22:13.030,-55.11,-57.6
41.1077,29.02384,2025-03-14 12:22:13.500,-55.11,-64.8
41.10772,29.02392,2025-03-14 12:22:14.010,-56.94,-65.9
41.10772,29.02392,2025-03-14 12:22:14.499,-56.94,-65.1
41.10774,29.02401,2025-03-14 12:22:15.028,-58.81,-66.7
