Latitude,Longitude,Time,Predicted Value,Actual Value
41.10472,29.02309,2025-03-14 12:16:14.015,-83.17,-85.7
41.10472,29.02309,2025-03-14 12:16:14.763,-83.17,-86.4
41.10471,29.02303,2025-03-14 12:16:15.403,-82.73,-85.1
41.10471,29.023,2025-03-14 12:16:15.766,-82.8,-80.7
41.1047,29.02296,2025-03-14 12:16:16.022,-82.34,-82.6
41.1047,29.02296,2025-03-14 12:16:16.769,-82.34,-80.2
41.1047,29.02288,2025-03-14 12:16:17.405,-82.74,-80.0
41.10469,29.02284,2025-03-14 12:16:17.773,-82.32,-80.1
41.10469,29.02281,2025-03-14 12:16:18.042,-82.61,-76.4
41.10468,29.02277,2025-03-14 12:16:18.778,-82.22,-79.3
41.10468,29.02273,2025-03-14 12:16:19.405,-82.83,-82.8
41.10467,29.02269,2025-03-14 12:16:19.781,-82.53,-81.5
41.10466,29.02265,2025-03-14 12:16:20.041,-82.25,-78.8
41.10466,29.02265,2025-03-14 12:16:20.784,-82.25,-76.7
41.10466,29.02258,2025-03-14 12:16:21.406,-84.75,-76.4
41.10465,29.0225,2025-03-14 12:16:22.020,-88.69,-72.8
41.10465,29.0225,2025-03-14 12:16:22.499,-88.69,-73.8
41.10463,29.02241,2025-03-14 12:16:23.021,-100.06,-74.3
41.10463,29.02241,2025-03-14 12:16:23.500,-100.06,-70.8
41.10461,29.02232,2025-03-14 12:16:24.014,-174.65,-71.4
41.10461,29.02232,2025-03-14 12:16:24.499,-174.65,-71.3
41.1046,29.02224,2025-03-14 12:16:25.011,-172.65,-66.7
41.1046,29.02224,2025-03-14 12:16:25.499,-172.65,-63.3
41.10458,29.02217,2025-03-14 12:16:26.016,-170.45,-59.5
41.10458,29.02217,2025-03-14 12:16:26.500,-170.45,-60.0
41.10457,29.0221,2025-03-14 12:16:27.014,-168.29,-56.0
41.10457,29.0221,2025-03-14 12:16:27.499,-168.29,-60.8
41.10457,29.02204,2025-03-14 12:16:28.016,-166.61,-59.7
