Latitude,Longitude,Time,Predicted Value,Actual Value
41.10775,29.02619,2025-03-14 12:19:44.505,-75.37,-90.1
41.10772,29.02619,2025-03-14 12:19:45.039,-75.33,-92.3
41.10772,29.02619,2025-03-14 12:19:45.660,-75.33,-94.5
41.10767,29.0262,2025-03-14 12:19:46.050,-75.19,-95.5
41.10764,29.02621,2025-03-14 12:19:46.559,-75.09,-98.0
41.1076,29.02622,2025-03-14 12:19:47.515,-75.01,-98.6
41.1076,29.02622,2025-03-14 12:19:47.660,-75.01,-98.3
41.10754,29.02622,2025-03-14 12:19:48.499,-75.05,-98.8
41.1075,29.02623,2025-03-14 12:19:49.000,-75.01,-98.0
41.10746,29.02624,2025-03-14 12:19:49.500,-74.99,-99.2
41.10743,29.02624,2025-03-14 12:19:49.664,-75.06,-98.5
41.10739,29.02625,2025-03-14 12:19:50.524,-75.07,-99.7
41.10733,29.02627,2025-03-14 12:19:51.006,-75.09,-99.9
41.1073,29.02627,2025-03-14 12:19:51.525,-75.19,-97.4
41.1073,29.02627,2025-03-14 12:19:52.001,-75.19,-98.7
41.10726,29.02628,2025-03-14 12:19:52.499,-75.25,-97.4
41.10721,29.0263,2025-03-14 12:19:53.021,-75.3,-97.9
41.10721,29.0263,2025-03-14 12:19:53.500,-75.3,-96.4
41.10715,29.02631,2025-03-14 12:19:54.011,-75.5,-93.7
41.10715,29.02631,2025-03-14 12:19:54.539,-75.5,-93.8
41.10709,29.02633,2025-03-14 12:19:55.003,-75.65,-97.4
41.10709,29.02633,2025-03-14 12:19:55.500,-75.65,-95.1
41.10703,29.02635,2025-03-14 12:19:56.003,-75.83,-91.4
41.107,29.02635,2025-03-14 12:19:56.546,-76.0,-93.4
41.107,29.02635,2025-03-14 12:19:57.000,-76.0,-90.1
41.10697,29.02636,2025-03-14 12:19:57.499,-76.1,-88.9
41.1069,29.02638,2025-03-14 12:19:58.007,-76.39,-83.4
41.1069,29.02638,2025-03-14 12:19:58.553,-76.39,-89.8
41.10684,29.02639,2025-03-14 12:19:59.006,-76.7,-88.3
41.1068,29.0264,2025-03-14 12:19:59.559,-76.89,-95.9
41.10677,29.02641,2025-03-14 12:20:00.013,-77.03,-96.6
41.10677,29.02641,2025-03-14 12:20:00.561,-77.03,-94.1
41.1067,29.02642,2025-03-14 12:20:01.001,-77.44,-91.4
41.1067,29.02642,2025-03-14 12:20:01.565,-77.44,-89.8
41.10663,29.02643,2025-03-14 12:20:01.999,-77.85,-96.8
41.10659,29.02643,2025-03-14 12:20:02.570,-78.11,-99.9
41.10656,29.02644,2025-03-14 12:20:03.014,-78.27,-98.0
41.10656,29.02644,2025-03-14 12:20:03.499,-78.27,-99.6
41.10648,29.02648,2025-03-14 12:20:04.005,-78.65,-99.3
41.10648,29.02648,2025-03-14 12:20:04.500,-78.65,-97.5
41.10642,29.02648,2025-03-14 12:20:05.024,-79.06,-97.8
41.10642,29.02648,2025-03-14 12:20:05.576,-79.06,-99.0
41.10638,29.02646,2025-03-14 12:20:06.014,-79.4,-99.5
41.10638,29.02646,2025-03-14 12:20:06.500,-79.4,-97.9
41.10635,29.02645,2025-03-14 12:20:07.003,-79.64,-99.1
41.10635,29.02645,2025-03-14 12:20:07.584,-79.64,-97.3
41.10633,29.02645,2025-03-14 12:20:08.005,-79.77,-96.6
41.10633,29.02645,2025-03-14 12:20:08.500,-79.77,-99.4
41.10632,29.02644,2025-03-14 12:20:09.008,-79.87,-99.1
41.10632,29.02644,2025-03-14 12:20:09.499,-79.87,-99.0
41.1063,29.02644,2025-03-14 12:20:10.014,-80.0,-101.2
41.1063,29.02644,2025-03-14 12:20:10.591,-80.0,-98.9
41.10629,29.02644,2025-03-14 12:20:11.013,-80.07,-101.0
41.10629,29.02644,2025-03-14 12:20:11.593,-80.07,-100.9
41.10627,29.02645,2025-03-14 12:20:12.006,-80.17,-101.3
41.10627,29.02645,2025-03-14 12:20:12.499,-80.17,-100.5
41.10625,29.02645,2025-03-14 12:20:13.020,-80.3,-101.8
41.10625,29.02645,2025-03-14 12:20:13.599,-80.3,-102.3
41.1062,29.02646,2025-03-14 12:20:14.072,-80.6,-102.2
41.1062,29.02646,2025-03-14 12:20:14.072,-80.6,-102.1
41.10785,29.02602,2025-03-14 12:22:32.661,-77.13,-87.9
41.10785,29.02608,2025-03-14 12:22:33.070,-76.61,-91.4
41.10787,29.02621,2025-03-14 12:22:34.011,-75.49,-90.9
41.10787,29.02621,2025-03-14 12:22:34.090,-75.49,-91.1
41.10788,29.02632,2025-03-14 12:22:35.014,-74.45,-87.8
41.10788,29.02632,2025-03-14 12:22:35.500,-74.45,-88.4
41.1079,29.02645,2025-03-14 12:22:36.009,-73.18,-90.4
41.1079,29.02645,2025-03-14 12:22:36.501,-73.18,-92.7
41.10791,29.02658,2025-03-14 12:22:37.010,-71.76,-90.7
41.10791,29.02658,2025-03-14 12:22:37.500,-71.76,-87.8
41.10791,29.02671,2025-03-14 12:22:38.009,-70.18,-84.1
41.10791,29.02671,2025-03-14 12:22:38.500,-70.18,-86.4
41.10791,29.02683,2025-03-14 12:22:39.064,-68.58,-85.2
41.10791,29.02683,2025-03-14 12:22:39.499,-68.58,-86.2
41.10791,29.02694,2025-03-14 12:22:40.069,-66.99,-83.7
41.10791,29.02694,2025-03-14 12:22:40.500,-66.99,-82.6
41.10792,29.02704,2025-03-14 12:22:41.071,-65.44,-81.3
41.10792,29.02704,2025-03-14 12:22:41.500,-65.44,-76.8
41.10793,29.02712,2025-03-14 12:22:42.076,-64.11,-76.4
41.10793,29.02712,2025-03-14 12:22:42.500,-64.11,-75.0
41.10793,29.0272,2025-03-14 12:22:43.081,-62.63,-75.1
41.10793,29.0272,2025-03-14 12:22:43.501,-62.63,-74.2
41.10794,29.02728,2025-03-14 12:22:44.084,-61.07,-74.3
41.10794,29.02728,2025-03-14 12:22:44.500,-61.07,-70.2
41.10795,29.02735,2025-03-14 12:22:45.087,-59.57,-68.8
41.10795,29.02735,2025-03-14 12:22:45.500,-59.57,-72.5
41.10795,29.02743,2025-03-14 12:22:46.090,-57.65,-69.6
41.10795,29.02743,2025-03-14 12:22:46.500,-57.65,-67.2
41.10798,29.02754,2025-03-14 12:22:47.093,-54.75,-66.9
41.10798,29.02754,2025-03-14 12:22:47.499,-54.75,-69.9
41.108,29.02766,2025-03-14 12:22:48.096,-50.87,-71.5
41.108,29.02766,2025-03-14 12:22:48.500,-50.87,-70.8
41.10803,29.02781,2025-03-14 12:22:49.100,-44.48,-72.4
41.10803,29.02781,2025-03-14 12:22:49.499,-44.48,-72.9
41.10804,29.02794,2025-03-14 12:22:50.103,-36.24,-74.1
41.10804,29.02794,2025-03-14 12:22:50.499,-36.24,-77.1
41.10804,29.02808,2025-03-14 12:22:51.108,-25.78,-78.6
41.10804,29.02808,2025-03-14 12:22:51.526,-25.78,-84.3
41.10789,29.02735,2025-03-14 12:24:12.501,-59.47,-68.2
41.1079,29.02733,2025-03-14 12:24:13.010,-59.91,-66.0
41.1079,29.02733,2025-03-14 12:24:13.500,-59.91,-67.4
41.10789,29.02732,2025-03-14 12:24:14.044,-60.12,-65.5
41.10789,29.02732,2025-03-14 12:24:14.500,-60.12,-67.1
41.1079,29.02733,2025-03-14 12:24:15.016,-59.91,-66.4
41.1079,29.02733,2025-03-14 12:24:15.499,-59.91,-68.4
41.1079,29.02733,2025-03-14 12:24:16.007,-59.91,-65.8
41.1079,29.02733,2025-03-14 12:24:16.501,-59.91,-67.8
41.1079,29.02732,2025-03-14 12:24:17.015,-60.13,-69.3
41.1079,29.02732,2025-03-14 12:24:17.500,-60.13,-70.5
41.10791,29.0273,2025-03-14 12:24:18.006,-60.56,-70.1
41.10791,29.0273,2025-03-14 12:24:18.499,-60.56,-71.0
41.10791,29.02727,2025-03-14 12:24:19.016,-61.19,-70.1
41.10791,29.02727,2025-03-14 12:24:19.500,-61.19,-70.2
41.10791,29.02721,2025-03-14 12:24:20.035,-62.38,-71.2
41.10791,29.02721,2025-03-14 12:24:20.499,-62.38,-72.7
41.10791,29.02714,2025-03-14 12:24:21.014,-63.68,-72.9
41.10791,29.02714,2025-03-14 12:24:21.500,-63.68,-76.4
41.1079,29.02705,2025-03-14 12:24:22.009,-65.21,-78.7
41.1079,29.02705,2025-03-14 12:24:22.500,-65.21,-79.1
41.10789,29.02696,2025-03-14 12:24:23.016,-66.61,-77.8
41.10788,29.02691,2025-03-14 12:24:23.783,-67.33,-79.9
41.10788,29.02686,2025-03-14 12:24:24.020,-68.06,-80.1
41.10788,29.02686,2025-03-14 12:24:24.499,-68.06,-83.2
41.10787,29.02674,2025-03-14 12:24:25.004,-69.65,-83.4
41.10787,29.02674,2025-03-14 12:24:25.500,-69.65,-83.4
41.10786,29.02661,2025-03-14 12:24:26.011,-71.23,-84.5
41.10786,29.02661,2025-03-14 12:24:26.499,-71.23,-85.1
41.10784,29.02648,2025-03-14 12:24:27.008,-72.65,-88.4
41.10784,29.02648,2025-03-14 12:24:27.499,-72.65,-88.3
41.10783,29.02635,2025-03-14 12:24:28.011,-74.0,-85.9
41.10783,29.02635,2025-03-14 12:24:28.501,-74.0,-88.6
41.10782,29.02623,2025-03-14 12:24:29.015,-75.15,-88.5
41.10782,29.02623,2025-03-14 12:24:29.500,-75.15,-86.0
41.10781,29.02611,2025-03-14 12:24:30.024,-76.23,-90.2
41.10781,29.02611,2025-03-14 12:24:30.500,-76.23,-88.0
41.1078,29.02599,2025-03-14 12:24:31.019,-77.25,-85.9
41.1078,29.02599,2025-03-14 12:24:31.499,-77.25,-87.3
41.1078,29.02586,2025-03-14 12:24:32.016,-78.32,-86.6
41.1078,29.02586,2025-03-14 12:24:32.500,-78.32,-89.1
41.1078,29.02574,2025-03-14 12:24:33.022,-79.25,-90.3
41.1078,29.02574,2025-03-14 12:24:33.500,-79.25,-91.6
41.10781,29.02561,2025-03-14 12:24:34.017,-80.23,-91.1
41.10781,29.02561,2025-03-14 12:24:34.499,-80.23,-90.0
41.10781,29.02549,2025-03-14 12:24:35.379,-81.08,-94.2
41.10782,29.02543,2025-03-14 12:24:35.607,-81.51,-93.0
41.10782,29.02536,2025-03-14 12:24:36.020,-81.97,-97.6
41.10782,29.02536,2025-03-14 12:24:36.608,-81.97,-97.0
41.10782,29.02523,2025-03-14 12:24:37.011,-82.8,-98.3
41.10783,29.02517,2025-03-14 12:24:37.608,-83.2,-96.0
41.10783,29.02511,2025-03-14 12:24:38.267,-83.56,-92.7
