Latitude,Longitude,Time,Predicted Value,Actual Value
41.10512,29.01982,2025-03-14 12:17:19.096,-184.22,-92.9
41.10512,29.01982,2025-03-14 12:17:19.499,-184.22,-91.2
41.10517,29.01985,2025-03-14 12:17:20.022,-183.14,-92.1
41.10517,29.01985,2025-03-14 12:17:20.500,-183.14,-91.8
41.10522,29.01989,2025-03-14 12:17:21.084,-181.89,-89.3
41.10522,29.01989,2025-03-14 12:17:21.512,-181.89,-89.6
41.10528,29.01992,2025-03-14 12:17:22.028,-180.46,-88.4
41.10528,29.01992,2025-03-14 12:17:22.522,-180.46,-87.8
41.10533,29.01995,2025-03-14 12:17:23.032,-179.12,-87.0
41.10533,29.01995,2025-03-14 12:17:23.752,-179.12,-86.0
41.10538,29.01998,2025-03-14 12:17:24.041,-177.68,-87.0
41.10538,29.01998,2025-03-14 12:17:24.552,-177.68,-86.8
41.10543,29.02002,2025-03-14 12:17:25.053,-175.97,-85.1
41.10543,29.02002,2025-03-14 12:17:25.561,-175.97,-84.1
41.10548,29.02006,2025-03-14 12:17:26.040,-174.08,-82.4
41.10548,29.02006,2025-03-14 12:17:26.570,-174.08,-83.0
41.10551,29.0201,2025-03-14 12:17:27.482,-172.53,-81.0
41.10553,29.02012,2025-03-14 12:17:27.590,-171.55,-79.6
41.10554,29.02014,2025-03-14 12:17:28.091,-170.83,-79.8
41.10554,29.02014,2025-03-14 12:17:28.600,-170.83,-80.8
41.10556,29.02019,2025-03-14 12:17:29.487,-169.08,-79.4
41.10559,29.02026,2025-03-14 12:17:30.039,-166.26,-80.1
41.10559,29.02026,2025-03-14 12:17:30.500,-166.26,-78.5
41.10562,29.02034,2025-03-14 12:17:31.040,-162.81,-77.8
41.10562,29.02034,2025-03-14 12:17:31.501,-162.81,-76.6
41.10565,29.02041,2025-03-14 12:17:32.018,-159.25,-77.2
41.10565,29.02041,2025-03-14 12:17:32.501,-159.25,-77.4
41.10567,29.02048,2025-03-14 12:17:33.048,-156.55,-74.4
41.10567,29.02048,2025-03-14 12:17:33.499,-156.55,-73.7
41.10569,29.02055,2025-03-14 12:17:34.009,-154.96,-73.4
41.10569,29.02055,2025-03-14 12:17:34.500,-154.96,-68.4
41.10572,29.02062,2025-03-14 12:17:35.057,-154.42,-68.1
41.10572,29.02062,2025-03-14 12:17:35.499,-154.42,-62.3
41.10574,29.0207,2025-03-14 12:17:36.060,-157.27,-58.2
41.10574,29.0207,2025-03-14 12:17:36.500,-157.27,-59.4
41.10576,29.02079,2025-03-14 12:17:37.063,-161.35,-55.4
41.10576,29.02079,2025-03-14 12:17:37.499,-161.35,-53.4
41.10578,29.02087,2025-03-14 12:17:38.066,-164.73,-52.7
41.10578,29.02087,2025-03-14 12:17:38.500,-164.73,-50.8
41.1058,29.02097,2025-03-14 12:17:39.069,-168.51,-56.0
41.1058,29.02097,2025-03-14 12:17:39.499,-168.51,-60.6
41.10582,29.02106,2025-03-14 12:17:40.071,-171.42,-58.8
41.10582,29.02106,2025-03-14 12:17:40.500,-171.42,-58.2
41.10584,29.02114,2025-03-14 12:17:41.074,-173.69,-58.0
41.10584,29.02114,2025-03-14 12:17:41.500,-173.69,-61.6
41.10586,29.02122,2025-03-14 12:17:42.077,-175.73,-66.9
41.10586,29.02122,2025-03-14 12:17:42.500,-175.73,-63.3
41.10589,29.02128,2025-03-14 12:17:43.081,-177.16,-63.1
41.10589,29.02128,2025-03-14 12:17:43.504,-177.16,-61.6
41.10592,29.02135,2025-03-14 12:17:44.084,-178.72,-60.3
41.10592,29.02135,2025-03-14 12:17:44.501,-178.72,-65.9
41.10594,29.02141,2025-03-14 12:17:45.088,-179.95,-71.5
41.10594,29.02141,2025-03-14 12:17:45.506,-179.95,-68.6
41.10598,29.02147,2025-03-14 12:17:46.090,-181.18,-66.7
41.10598,29.02147,2025-03-14 12:17:46.499,-181.18,-66.9
41.10603,29.02151,2025-03-14 12:17:47.096,-182.09,-72.2
41.10603,29.02151,2025-03-14 12:17:47.509,-182.09,-72.0
