Latitude,Longitude,Time,Predicted Value,Actual Value
41.1064,29.02161,2025-03-14 12:17:54.000,-69.64,-76.0
41.10644,29.0216,2025-03-14 12:17:54.501,-69.57,-79.0
41.10644,29.0216,2025-03-14 12:17:54.590,-69.57,-79.9
41.10648,29.02159,2025-03-14 12:17:55.516,-69.54,-76.2
41.10648,29.02159,2025-03-14 12:17:55.999,-69.54,-72.6
41.10652,29.02158,2025-03-14 12:17:56.131,-69.57,-68.7
41.10654,29.02157,2025-03-14 12:17:57.001,-69.67,-70.6
41.10655,29.02157,2025-03-14 12:17:57.517,-69.65,-71.0
41.10655,29.02157,2025-03-14 12:17:58.000,-69.65,-74.4
41.10659,29.02156,2025-03-14 12:17:58.501,-69.78,-76.4
41.1066,29.02156,2025-03-14 12:17:59.000,-69.78,-76.9
41.10662,29.02156,2025-03-14 12:17:59.519,-69.79,-75.7
41.10665,29.02155,2025-03-14 12:18:00.026,-70.0,-79.5
41.10665,29.02155,2025-03-14 12:18:00.500,-70.0,-82.3
41.10667,29.02154,2025-03-14 12:18:01.020,-70.22,-78.7
41.10669,29.02154,2025-03-14 12:18:01.523,-70.3,-80.1
41.10669,29.02154,2025-03-14 12:18:02.000,-70.3,-80.1
41.1067,29.02153,2025-03-14 12:18:02.499,-70.51,-80.4
41.10674,29.02152,2025-03-14 12:18:03.029,-70.92,-80.5
41.10674,29.02152,2025-03-14 12:18:03.500,-70.92,-73.1
41.10679,29.02151,2025-03-14 12:18:04.022,-71.52,-77.2
41.10679,29.02151,2025-03-14 12:18:04.500,-71.52,-79.7
41.10684,29.02151,2025-03-14 12:18:05.008,-72.13,-75.4
41.10686,29.02151,2025-03-14 12:18:05.529,-72.42,-76.4
41.10688,29.02152,2025-03-14 12:18:06.020,-72.57,-72.8
41.10688,29.02152,2025-03-14 12:18:06.501,-72.57,-69.5
41.10691,29.02152,2025-03-14 12:18:07.023,-73.13,-68.1
41.10691,29.02152,2025-03-14 12:18:07.531,-73.13,-65.9
41.10691,29.02151,2025-03-14 12:18:08.028,-73.31,-64.9
41.10691,29.02151,2025-03-14 12:18:08.499,-73.31,-69.8
41.10692,29.0215,2025-03-14 12:18:09.019,-73.7,-71.8
41.10692,29.0215,2025-03-14 12:18:09.533,-73.7,-69.2
41.10693,29.0215,2025-03-14 12:18:10.022,-73.92,-68.3
41.10693,29.0215,2025-03-14 12:18:10.501,-73.92,-68.3
41.10694,29.02149,2025-03-14 12:18:11.022,-74.33,-63.4
41.10694,29.02149,2025-03-14 12:18:11.536,-74.33,-65.5
41.10695,29.0215,2025-03-14 12:18:12.022,-74.4,-67.7
41.10695,29.0215,2025-03-14 12:18:12.499,-74.4,-73.4
41.10698,29.02151,2025-03-14 12:18:13.193,-75.04,-73.3
41.10699,29.02152,2025-03-14 12:18:13.538,-75.17,-74.9
41.10701,29.02153,2025-03-14 12:18:14.022,-75.65,-75.6
