Time,NR_UE_Nbr_RSRQ_1,NR_UE_RSRP_0,NR_UE_SINR_0,NR_UE_RSRQ_0,NR_UE_Throughput_PDCP_DL,NR_UE_RACH_Procedure_Count,NR_UE_BLER_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRP_1,App_Throughput_UL,NR_UE_Timing_Advance,NR_UE_Nbr_RSRP_2,NR_UE_NACK_Rate_DL_0,NR_UE_Throughput_RLC_UL,NR_UE_Nbr_RSRQ_2,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_Pathloss_DL_0,NR_UE_Nbr_RSRQ_4,NR_UE_Nbr_RSRQ_0,NR_UE_NACK_Rate_UL_0,NR_UE_Nbr_RSRP_0,NR_UE_RACH_OK,NR_UE_RRCReEstAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RACH_Fail,NR_UE_RRCHOOK,NR_UE_RACH_Attempt,NR_UE_RRCConnectionDrop,NR_UE_RRCConnectionAttempt,NR_UE_RRCReEstFail,NR_UE_RRCHOAttempt,NR_UE_RRCConnectionComplete,NR_UE_RRCReEst_EndResult,NR_UE_PCI_0,NR_UE_CCE_AggregationLev_0,NR_UE_Nbr_PCI_1,NR_UE_MCS_DL_0,NR_UE_Nbr_PCI_3,NAS_5GS_MM_MessageType,NR_UE_Nbr_PCI_4,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_2,NR_RRC_MsgType,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,Longitude,Latitude
2025-03-14 12:14:33.135,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.499,,-80.7,12.0,-10.5,,,,,,,,,,,,,,,,17.5,,95.3,,-20.6,0.0,-93.6,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,Rank2,29.02949,41.10723
2025-03-14 12:14:33.560,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.561,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.565,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.581,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.804,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.805,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.823,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.824,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.825,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.884,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:33.885,,-79.9,9.9,-10.5,,,,,,,,,,,,,,,,17.5,,96.1,,-19.4,0.0,-91.2,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,Rank2,29.02949,41.10723
2025-03-14 12:14:33.976,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:34.000,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:34.017,,-81.5,7.5,-10.8,0.0,,,,,,,,,,,,,,,,,,,-18.4,,-91.8,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,Rank2,29.02949,41.10723
2025-03-14 12:14:34.305,,-81.8,9.2,-10.9,,,100.0,16.0,0.0,,,,,,,,100.0,,,17.5,,97.0,,,0.5,,False,False,False,False,False,False,False,False,False,False,False,,48,,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:34.499,,,,,22.72,,1.3,16.0,0.0,,,,,,,,1.3,32.01,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:34.514,,,,,,,,,,,,,,,,,,,,19.6,,98.4,,,15.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:34.977,,-82.6,10.2,-10.5,,,,,,,,,,,,,,,,,,,,-16.9,,-95.0,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,,29.02949,41.10723
2025-03-14 12:14:34.999,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.024,,,,,501.33,,9.8,17.0,0.0,,,,,,,,9.8,58413.89,,20.2,,97.7,,,7.4,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:35.499,,-82.8,11.6,-10.6,438.5,,8.6,17.0,0.0,,,,,,,,8.6,65480.65,,,,,,-18.4,,-93.5,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:35.518,,,,,,,,,,,,,,,,,,,,20.1,,96.0,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.533,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.978,,,,,,,,,,,,,,91431.88,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.030,,-80.4,12.4,-10.4,517.6,,9.3,17.0,0.0,,,,,,,,9.3,58340.65,,,,,,-18.4,,-93.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:36.306,,,,,,,,,,,,,,,,,,,,20.3,,97.1,,,10.9,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.500,,-81.2,10.3,-10.5,553.41,,8.2,17.0,0.0,,,,,,,,8.2,68347.23,,,,,,-18.0,,-93.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:36.520,,,,,,,,,,,,,,,,,,,,20.4,,98.0,,,7.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.546,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.980,,,,,,,,,,,,,,71355.02,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.999,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.028,,-82.9,9.6,-10.6,588.865,,6.9,16.0,0.0,,,,,,,,6.9,69373.96,,20.2,,98.0,,-18.9,11.4,-92.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:37.071,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.118,,-82.6,9.8,-10.5,,,,,,,,,,,,,,,,,,,,-21.1,,-93.2,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,,29.02949,41.10723
2025-03-14 12:14:37.138,,,,,,,,,,,,,,,,,,68750.25,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.499,,,,,595.87,,11.2,16.0,0.0,,,,,,,,11.2,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:37.521,,,,,,,,,,,,,,,,,,,,20.4,,98.5,,,8.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.558,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.984,,,,,,,,,,,,,,71802.88,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.998,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.047,,-83.2,9.8,-10.7,636.89,,7.1,16.0,0.0,,,,,,,,7.1,70809.73,,,,,,-16.7,,-93.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:38.309,,,,,,,,,,,,,,,,,,,,20.3,,96.5,,,10.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.500,,-80.5,9.9,-10.6,573.51,,8.8,17.0,0.0,,,,,,,,8.8,69446.38,,,,,,-20.6,,-96.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:38.526,,,,,,,,,,,,,,,,,,,,20.1,,99.9,,,7.9,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.571,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.987,,,,,,,,,,,,,,50934.29,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.999,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.020,,-85.2,9.7,-11.1,568.66,,10.3,17.0,0.0,,,,,,,,10.3,68583.65,,,,,,-18.8,,-95.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:39.027,,,,,,,,,,,,,,,,,,,,20.4,,103.1,,,16.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.059,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.498,,-88.0,8.2,-11.3,461.06,,10.4,17.0,0.0,,,,,,,,10.4,53530.88,,,,,,-18.5,,-96.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:39.529,,,,,,,,,,,,,,,,,,,,20.5,,103.5,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.990,,,,,,,,,,,,,,65090.38,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.999,,,,,512.24,,,,,,,,,,,,,60912.28,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.042,,-87.8,8.5,-11.6,,,9.0,16.0,0.0,,,,,,,,9.0,,,,,,,-17.7,,-95.6,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:40.311,,,,,,,,,,,,,,,,,,,,20.5,,102.8,,,6.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.500,,-87.5,8.3,-11.1,565.7,,9.5,17.0,0.0,,,,,,,,9.5,65900.77,,,,,,-17.0,,-97.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:40.531,,,,,,,,,,,,,,,,,,,,20.5,,104.6,,,8.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.992,,,,,,,,,,,,,,68727.68,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02948,41.10722
2025-03-14 12:14:40.999,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02948,41.10722
2025-03-14 12:14:41.059,,-89.9,7.7,-11.6,585.88,,7.8,17.0,0.0,,,,,,,,7.8,66483.08,,20.5,,104.3,,-16.3,13.0,-93.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02947,41.10722
2025-03-14 12:14:41.500,,-87.7,8.1,-11.6,526.23,,10.6,17.0,0.0,,,,,,,,10.6,62694.34,,,,,,-15.0,,-95.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02947,41.10722
2025-03-14 12:14:41.531,,,,,,,,,,,,,,,,,,,,20.5,,104.8,,,6.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:41.571,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:41.996,,,,,,,,,,,,,,45732.84,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:41.999,,,,,574.9,,,,,,,,,,,,,64703.38,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:42.022,,-88.2,7.1,-11.4,,,10.1,16.0,0.0,,,,,,,,10.1,,,,,,,-18.2,,-93.6,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02944,41.10724
2025-03-14 12:14:42.313,,,,,,,,,,,,,,,,,,,,20.5,,102.1,,,10.9,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02944,41.10724
2025-03-14 12:14:42.499,,-86.8,6.2,-11.5,521.54,,7.8,17.0,0.0,,,,,,,,7.8,59318.05,,,,,,-16.1,,-95.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,22 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,256QAM,Rank2,29.02944,41.10724
2025-03-14 12:14:42.537,,,,,,,,,,,,,,,,,,,,20.5,,105.2,,,11.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02943,41.10724
2025-03-14 12:14:42.999,,,,,511.91,,,,,,,,,69680.47,,,,58328.88,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02943,41.10724
2025-03-14 12:14:43.047,,-89.5,4.0,-12.0,460.54,,10.3,17.0,0.0,,,,,,,,10.3,,,20.3,,105.1,,-14.9,6.0,-92.3,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,76,,,256QAM,Rank2,29.02941,41.10725
2025-03-14 12:14:43.071,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02941,41.10725
