Latitude,Longitude,Time,Predicted Value,Actual Value
41.10644,29.0216,2025-03-14 12:17:54.020,-69.57,-73.8
41.10646,29.0216,2025-03-14 12:17:54.558,-69.48,-79.3
41.10648,29.02159,2025-03-14 12:17:55.025,-69.54,-76.1
41.10648,29.02159,2025-03-14 12:17:55.516,-69.54,-71.7
41.10652,29.02158,2025-03-14 12:17:56.017,-69.57,-65.9
41.10654,29.02157,2025-03-14 12:17:56.562,-69.67,-70.0
41.10655,29.02157,2025-03-14 12:17:57.050,-69.65,-68.4
41.10655,29.02157,2025-03-14 12:17:57.520,-69.65,-73.2
41.10659,29.02156,2025-03-14 12:17:58.024,-69.78,-75.5
41.1066,29.02156,2025-03-14 12:17:58.565,-69.78,-78.5
41.10662,29.02156,2025-03-14 12:17:59.043,-69.79,-75.0
41.10662,29.02156,2025-03-14 12:17:59.522,-69.79,-78.7
41.10665,29.02155,2025-03-14 12:18:00.025,-70.0,-81.8
41.10665,29.02155,2025-03-14 12:18:00.566,-70.0,-80.9
41.10667,29.02154,2025-03-14 12:18:01.016,-70.22,-78.4
41.10669,29.02154,2025-03-14 12:18:01.529,-70.3,-74.6
41.1067,29.02153,2025-03-14 12:18:02.028,-70.51,-76.2
41.10672,29.02153,2025-03-14 12:18:02.771,-70.62,-74.9
41.10674,29.02152,2025-03-14 12:18:03.030,-70.92,-72.5
41.10674,29.02152,2025-03-14 12:18:03.500,-70.92,-67.8
41.10679,29.02151,2025-03-14 12:18:04.022,-71.52,-77.2
41.10679,29.02151,2025-03-14 12:18:04.576,-71.52,-73.9
41.10684,29.02151,2025-03-14 12:18:05.010,-72.13,-71.9
41.10686,29.02151,2025-03-14 12:18:05.772,-72.42,-70.5
41.10688,29.02152,2025-03-14 12:18:06.299,-72.57,-68.6
41.10689,29.02152,2025-03-14 12:18:06.812,-72.75,-70.2
41.10691,29.02152,2025-03-14 12:18:07.167,-73.13,-69.9
41.10691,29.02152,2025-03-14 12:18:07.499,-73.13,-71.1
41.10691,29.02151,2025-03-14 12:18:08.027,-73.31,-61.6
41.10691,29.02151,2025-03-14 12:18:08.580,-73.31,-57.9
41.10692,29.0215,2025-03-14 12:18:09.031,-73.7,-59.4
41.10692,29.0215,2025-03-14 12:18:09.510,-73.7,-62.7
41.10693,29.0215,2025-03-14 12:18:10.031,-73.92,-62.9
41.10693,29.0215,2025-03-14 12:18:10.583,-73.92,-63.4
41.10694,29.02149,2025-03-14 12:18:11.057,-74.33,-68.9
41.10694,29.02149,2025-03-14 12:18:11.500,-74.33,-73.1
41.10695,29.0215,2025-03-14 12:18:12.030,-74.4,-71.4
41.10695,29.0215,2025-03-14 12:18:12.586,-74.4,-73.6
41.10698,29.02151,2025-03-14 12:18:13.018,-75.04,-75.0
41.10698,29.02151,2025-03-14 12:18:13.499,-75.04,-75.9
41.10701,29.02153,2025-03-14 12:18:14.065,-75.65,-78.0
41.10701,29.02153,2025-03-14 12:18:14.590,-75.65,-76.9
41.10705,29.02155,2025-03-14 12:18:15.052,-76.9,-76.6
41.10705,29.02155,2025-03-14 12:18:15.498,-76.9,-72.0
41.10709,29.02158,2025-03-14 12:18:16.011,-78.5,-72.5
41.10712,29.02159,2025-03-14 12:18:16.592,-80.41,-73.2
41.10714,29.02161,2025-03-14 12:18:17.018,-81.93,-73.9
41.10714,29.02161,2025-03-14 12:18:17.499,-81.93,-76.1
41.10719,29.02164,2025-03-14 12:18:18.020,-89.37,-73.9
41.10721,29.02166,2025-03-14 12:18:18.596,-97.77,-73.8
41.10723,29.02167,2025-03-14 12:18:19.038,-181.74,-75.4
41.10723,29.02167,2025-03-14 12:18:19.525,-181.74,-73.4
41.10728,29.02172,2025-03-14 12:18:20.050,-181.16,-75.8
41.1073,29.02173,2025-03-14 12:18:20.597,-181.12,-71.6
