Latitude,Longitude,Time,Predicted Value,Actual Value
41.10474,29.02343,2025-03-14 12:16:08.500,-84.45,-82.7
41.10474,29.02335,2025-03-14 12:16:09.007,-84.23,-86.3
41.10474,29.02331,2025-03-14 12:16:09.620,-84.15,-85.9
41.10474,29.02328,2025-03-14 12:16:10.018,-84.1,-88.4
41.10474,29.02328,2025-03-14 12:16:10.499,-84.1,-85.1
41.10474,29.02322,2025-03-14 12:16:11.040,-84.05,-88.5
41.10474,29.02322,2025-03-14 12:16:11.500,-84.05,-87.2
41.10473,29.02317,2025-03-14 12:16:12.015,-83.6,-83.0
41.10473,29.02317,2025-03-14 12:16:12.499,-83.6,-85.8
41.10472,29.02313,2025-03-14 12:16:13.012,-83.15,-84.4
41.10472,29.02311,2025-03-14 12:16:13.875,-83.15,-84.4
41.10472,29.02309,2025-03-14 12:16:14.016,-83.17,-83.7
41.10472,29.02309,2025-03-14 12:16:14.878,-83.17,-83.4
41.10471,29.02303,2025-03-14 12:16:15.014,-82.73,-83.4
41.10471,29.02303,2025-03-14 12:16:15.499,-82.73,-79.1
41.1047,29.02296,2025-03-14 12:16:16.111,-82.34,-79.2
41.1047,29.02296,2025-03-14 12:16:16.501,-82.34,-74.8
41.1047,29.02288,2025-03-14 12:16:17.015,-82.74,-71.2
41.1047,29.02288,2025-03-14 12:16:17.499,-82.74,-69.6
41.10469,29.02281,2025-03-14 12:16:18.020,-82.61,-71.3
41.10468,29.02277,2025-03-14 12:16:18.969,-82.22,-77.7
41.10468,29.02273,2025-03-14 12:16:19.370,-82.83,-74.8
41.10468,29.02273,2025-03-14 12:16:19.900,-82.83,-75.4
41.10466,29.02265,2025-03-14 12:16:20.377,-82.25,-74.6
41.10466,29.02258,2025-03-14 12:16:21.008,-84.75,-73.2
41.10466,29.02258,2025-03-14 12:16:21.203,-84.75,-76.0
41.10465,29.02254,2025-03-14 12:16:22.001,-85.02,-74.2
41.10465,29.0225,2025-03-14 12:16:22.424,-88.69,-76.5
