Latitude,Longitude,Time,Predicted Value,Actual Value
41.10504,29.01983,2025-03-14 12:17:17.880,-185.39,-89.0
41.10507,29.01982,2025-03-14 12:17:18.035,-185.0,-90.4
41.10507,29.01982,2025-03-14 12:17:18.883,-185.0,-89.1
41.10512,29.01982,2025-03-14 12:17:19.024,-184.22,-89.9
41.10512,29.01982,2025-03-14 12:17:19.886,-184.22,-90.0
41.10517,29.01985,2025-03-14 12:17:20.032,-183.14,-90.9
41.1052,29.01987,2025-03-14 12:17:20.889,-182.44,-90.2
41.10522,29.01989,2025-03-14 12:17:21.039,-181.89,-89.9
41.10528,29.01992,2025-03-14 12:17:22.015,-180.46,-87.2
41.10528,29.01992,2025-03-14 12:17:22.051,-180.46,-85.1
41.10533,29.01995,2025-03-14 12:17:23.009,-179.12,-86.4
41.10533,29.01995,2025-03-14 12:17:23.091,-179.12,-83.6
41.10535,29.01997,2025-03-14 12:17:23.999,-178.46,-83.8
41.10538,29.01998,2025-03-14 12:17:24.499,-177.68,-83.2
41.10538,29.01998,2025-03-14 12:17:24.999,-177.68,-83.3
41.10543,29.02002,2025-03-14 12:17:25.500,-175.97,-80.6
41.10548,29.02006,2025-03-14 12:17:26.014,-174.08,-81.0
41.10548,29.02006,2025-03-14 12:17:26.523,-174.08,-79.9
41.10551,29.0201,2025-03-14 12:17:27.066,-172.53,-79.6
41.10551,29.0201,2025-03-14 12:17:27.500,-172.53,-78.7
41.10554,29.02014,2025-03-14 12:17:28.026,-170.83,-77.8
41.10554,29.02014,2025-03-14 12:17:28.524,-170.83,-75.8
41.10556,29.02019,2025-03-14 12:17:29.042,-169.08,-77.4
41.10556,29.02019,2025-03-14 12:17:29.499,-169.08,-77.0
41.10559,29.02026,2025-03-14 12:17:30.049,-166.26,-74.4
41.10559,29.02026,2025-03-14 12:17:30.650,-166.26,-71.8
41.10562,29.02034,2025-03-14 12:17:31.135,-162.81,-71.2
41.10564,29.02037,2025-03-14 12:17:31.587,-160.86,-74.1
41.10565,29.02041,2025-03-14 12:17:32.053,-159.25,-74.0
41.10565,29.02041,2025-03-14 12:17:32.528,-159.25,-74.0
41.10567,29.02048,2025-03-14 12:17:33.013,-156.55,-74.4
41.10567,29.02048,2025-03-14 12:17:33.499,-156.55,-70.0
41.10569,29.02055,2025-03-14 12:17:34.006,-154.96,-67.1
41.10571,29.02059,2025-03-14 12:17:34.530,-154.09,-64.9
41.10572,29.02062,2025-03-14 12:17:35.027,-154.42,-64.0
41.10572,29.02062,2025-03-14 12:17:35.499,-154.42,-59.6
41.10574,29.0207,2025-03-14 12:17:36.022,-157.27,-61.2
41.10574,29.0207,2025-03-14 12:17:36.533,-157.27,-60.8
41.10576,29.02079,2025-03-14 12:17:37.014,-161.35,-57.6
41.10576,29.02079,2025-03-14 12:17:37.499,-161.35,-51.0
41.10578,29.02087,2025-03-14 12:17:38.020,-164.73,-55.6
41.10578,29.02087,2025-03-14 12:17:38.535,-164.73,-54.3
41.1058,29.02097,2025-03-14 12:17:39.017,-168.51,-61.2
41.1058,29.02097,2025-03-14 12:17:39.501,-168.51,-59.1
41.10582,29.02106,2025-03-14 12:17:40.032,-171.42,-63.7
41.10582,29.02106,2025-03-14 12:17:40.536,-171.42,-59.9
41.10584,29.02114,2025-03-14 12:17:41.017,-173.69,-59.7
41.10584,29.02114,2025-03-14 12:17:41.500,-173.69,-62.5
41.10586,29.02122,2025-03-14 12:17:42.010,-175.73,-67.7
41.10586,29.02122,2025-03-14 12:17:42.538,-175.73,-67.5
41.10589,29.02128,2025-03-14 12:17:43.007,-177.16,-63.9
41.10589,29.02128,2025-03-14 12:17:43.499,-177.16,-61.4
41.10592,29.02135,2025-03-14 12:17:44.016,-178.72,-61.0
41.10592,29.02135,2025-03-14 12:17:44.540,-178.72,-66.2
41.10594,29.02141,2025-03-14 12:17:45.014,-179.95,-72.2
41.10594,29.02141,2025-03-14 12:17:45.500,-179.95,-68.9
41.10598,29.02147,2025-03-14 12:17:46.016,-181.18,-64.4
41.10598,29.02147,2025-03-14 12:17:46.542,-181.18,-68.2
41.10603,29.02151,2025-03-14 12:17:47.013,-182.09,-66.8
41.10603,29.02151,2025-03-14 12:17:47.499,-182.09,-67.6
41.10608,29.02156,2025-03-14 12:17:48.029,-183.15,-67.4
41.10608,29.02156,2025-03-14 12:17:48.545,-183.15,-73.1
41.10613,29.02159,2025-03-14 12:17:49.018,-183.9,-78.3
41.10613,29.02159,2025-03-14 12:17:49.500,-183.9,-82.7
41.10619,29.0216,2025-03-14 12:17:50.026,-184.46,-82.6
