Latitude,Longitude,Time,Predicted Value,Actual Value
41.10541,29.02166,2025-03-14 14:23:21.978,-185.87,-73.4
41.10541,29.02166,2025-03-14 14:23:21.982,-185.87,-74.5
41.10541,29.02166,2025-03-14 14:23:22.001,-185.87,-72.5
41.10542,29.02166,2025-03-14 14:23:22.648,-185.79,-74.4
41.10543,29.02166,2025-03-14 14:23:23.058,-185.71,-60.9
41.10543,29.02166,2025-03-14 14:23:23.649,-185.71,-66.9
41.10544,29.02166,2025-03-14 14:23:24.179,-185.64,-65.5
41.10544,29.02166,2025-03-14 14:23:24.651,-185.64,-70.1
41.10545,29.02166,2025-03-14 14:23:25.084,-185.56,-72.6
41.10545,29.02166,2025-03-14 14:23:25.654,-185.56,-73.5
41.10546,29.02165,2025-03-14 14:23:26.501,-185.36,-72.2
41.10547,29.02165,2025-03-14 14:23:27.020,-185.29,-72.7
41.10547,29.02165,2025-03-14 14:23:27.501,-185.29,-70.3
41.10548,29.02165,2025-03-14 14:23:28.065,-185.22,-70.0
41.10548,29.02165,2025-03-14 14:23:28.543,-185.22,-70.3
41.10549,29.02165,2025-03-14 14:23:29.037,-185.15,-68.1
41.10549,29.02165,2025-03-14 14:23:29.507,-185.15,-69.7
41.10551,29.02165,2025-03-14 14:23:30.040,-185.01,-70.7
41.10551,29.02165,2025-03-14 14:23:30.499,-185.01,-63.9
41.10553,29.02165,2025-03-14 14:23:31.023,-184.88,-65.6
41.10553,29.02165,2025-03-14 14:23:31.500,-184.88,-73.2
41.10554,29.02165,2025-03-14 14:23:32.037,-184.82,-68.8
41.10554,29.02165,2025-03-14 14:23:32.500,-184.82,-66.0
41.10555,29.02165,2025-03-14 14:23:33.091,-184.76,-68.0
41.10555,29.02165,2025-03-14 14:23:33.500,-184.76,-70.5
41.10557,29.02164,2025-03-14 14:23:34.027,-184.5,-70.5
41.10557,29.02164,2025-03-14 14:23:34.499,-184.5,-69.7
41.10558,29.02164,2025-03-14 14:23:35.057,-184.45,-64.3
41.10558,29.02164,2025-03-14 14:23:35.501,-184.45,-65.7
41.1056,29.02164,2025-03-14 14:23:36.034,-184.34,-73.9
41.1056,29.02164,2025-03-14 14:23:36.503,-184.34,-71.3
41.10561,29.02164,2025-03-14 14:23:37.135,-184.29,-71.3
41.10561,29.02164,2025-03-14 14:23:37.580,-184.29,-70.2
41.10563,29.02164,2025-03-14 14:23:38.035,-184.19,-75.5
41.10563,29.02164,2025-03-14 14:23:38.499,-184.19,-71.1
41.10564,29.02164,2025-03-14 14:23:39.029,-184.14,-67.5
41.10564,29.02164,2025-03-14 14:23:39.690,-184.14,-70.7
41.10565,29.02164,2025-03-14 14:23:40.196,-184.1,-69.3
41.10565,29.02164,2025-03-14 14:23:40.541,-184.1,-66.8
41.10567,29.02163,2025-03-14 14:23:41.024,-183.87,-65.6
41.10567,29.02163,2025-03-14 14:23:41.507,-183.87,-67.5
41.10568,29.02163,2025-03-14 14:23:42.198,-183.83,-70.6
41.10568,29.02163,2025-03-14 14:23:42.732,-183.83,-70.0
41.10569,29.02163,2025-03-14 14:23:43.122,-183.8,-71.4
41.10569,29.02163,2025-03-14 14:23:43.556,-183.8,-68.2
41.1057,29.02162,2025-03-14 14:23:44.248,-183.61,-70.2
41.1057,29.02162,2025-03-14 14:23:44.785,-183.61,-67.9
41.10571,29.02162,2025-03-14 14:23:45.249,-183.58,-65.8
41.10571,29.02162,2025-03-14 14:23:45.668,-183.58,-64.6
41.10573,29.02162,2025-03-14 14:23:46.204,-183.52,-68.5
41.10573,29.02162,2025-03-14 14:23:46.501,-183.52,-67.3
41.10574,29.02162,2025-03-14 14:23:47.115,-183.5,-67.1
41.10574,29.02162,2025-03-14 14:23:47.670,-183.5,-62.5
41.10575,29.02163,2025-03-14 14:23:48.206,-183.63,-62.1
41.10575,29.02163,2025-03-14 14:23:48.549,-183.63,-62.2
41.10576,29.02163,2025-03-14 14:23:49.121,-183.61,-61.5
41.10576,29.02163,2025-03-14 14:23:49.501,-183.61,-62.9
41.10576,29.02165,2025-03-14 14:23:50.209,-183.91,-62.5
41.10576,29.02165,2025-03-14 14:23:50.500,-183.91,-52.8
41.10576,29.02166,2025-03-14 14:23:51.126,-184.06,-54.9
41.10576,29.02166,2025-03-14 14:23:51.500,-184.06,-60.8
41.10576,29.02167,2025-03-14 14:23:52.284,-184.2,-60.8
41.10576,29.02167,2025-03-14 14:23:52.738,-184.2,-61.1
41.10576,29.02168,2025-03-14 14:23:53.213,-184.35,-60.8
41.10576,29.02168,2025-03-14 14:23:53.583,-184.35,-61.5
41.10576,29.02169,2025-03-14 14:23:54.215,-184.5,-66.0
41.10576,29.02169,2025-03-14 14:23:54.545,-184.5,-69.0
41.10576,29.02169,2025-03-14 14:23:55.138,-184.5,-67.9
41.10576,29.02169,2025-03-14 14:23:55.500,-184.5,-72.7
41.10576,29.0217,2025-03-14 14:23:56.217,-184.64,-69.7
41.10576,29.0217,2025-03-14 14:23:56.500,-184.64,-69.5
41.10575,29.02171,2025-03-14 14:23:57.231,-184.8,-67.9
41.10575,29.02171,2025-03-14 14:23:57.688,-184.8,-64.2
41.10575,29.02172,2025-03-14 14:23:58.219,-184.94,-65.5
41.10575,29.02172,2025-03-14 14:23:58.632,-184.94,-66.6
41.10575,29.02172,2025-03-14 14:23:59.149,-184.94,-65.9
41.10575,29.02172,2025-03-14 14:23:59.561,-184.94,-61.5
41.10575,29.02173,2025-03-14 14:24:00.220,-185.08,-65.7
41.10575,29.02173,2025-03-14 14:24:00.522,-185.08,-68.6
41.10575,29.02174,2025-03-14 14:24:01.155,-185.22,-72.6
41.10575,29.02174,2025-03-14 14:24:01.501,-185.22,-73.6
41.10575,29.02175,2025-03-14 14:24:02.266,-185.36,-73.5
41.10575,29.02175,2025-03-14 14:24:02.637,-185.36,-78.2
41.10575,29.02175,2025-03-14 14:24:03.162,-185.36,-74.2
41.10575,29.02175,2025-03-14 14:24:03.581,-185.36,-74.0
41.10575,29.02176,2025-03-14 14:24:04.222,-185.5,-77.7
41.10575,29.02176,2025-03-14 14:24:04.499,-185.5,-74.1
41.10575,29.02177,2025-03-14 14:24:05.169,-185.63,-76.4
41.10575,29.02177,2025-03-14 14:24:05.502,-185.63,-76.9
41.10574,29.02178,2025-03-14 14:24:06.265,-185.78,-75.2
41.10574,29.02178,2025-03-14 14:24:06.756,-185.78,-79.9
41.10574,29.02178,2025-03-14 14:24:07.240,-185.78,-76.6
41.10574,29.02178,2025-03-14 14:24:07.673,-185.78,-79.2
41.10575,29.02179,2025-03-14 14:24:08.226,-185.9,-75.1
41.10575,29.02179,2025-03-14 14:24:08.627,-185.9,-76.0
41.10575,29.0218,2025-03-14 14:24:09.178,-186.03,-73.9
41.10575,29.0218,2025-03-14 14:24:09.549,-186.03,-76.4
41.10575,29.02181,2025-03-14 14:24:10.228,-186.17,-77.3
41.10575,29.02181,2025-03-14 14:24:10.501,-186.17,-73.2
41.10574,29.02182,2025-03-14 14:24:11.183,-186.31,-73.1
41.10574,29.02182,2025-03-14 14:24:11.499,-186.31,-75.7
