Latitude,Longitude,Time,Predicted Value,Actual Value
41.10634,29.02643,2025-03-14 14:35:12.957,-194.67,-88.8
41.10634,29.02644,2025-03-14 14:35:13.655,-194.6,-90.4
41.10636,29.02644,2025-03-14 14:35:14.149,-194.76,-94.8
41.10636,29.02644,2025-03-14 14:35:14.550,-194.76,-93.2
41.10637,29.02645,2025-03-14 14:35:15.044,-194.77,-92.0
41.10637,29.02645,2025-03-14 14:35:15.500,-194.77,-91.9
41.10638,29.02645,2025-03-14 14:35:16.035,-194.85,-93.6
41.10638,29.02645,2025-03-14 14:35:16.499,-194.85,-92.3
41.10639,29.02645,2025-03-14 14:35:17.050,-194.93,-89.3
41.10639,29.02645,2025-03-14 14:35:17.500,-194.93,-89.0
41.10641,29.02646,2025-03-14 14:35:18.041,-195.03,-90.7
41.10641,29.02646,2025-03-14 14:35:18.708,-195.03,-94.5
41.10642,29.02646,2025-03-14 14:35:19.202,-195.11,-94.6
41.10642,29.02646,2025-03-14 14:35:19.672,-195.11,-96.2
41.10643,29.02647,2025-03-14 14:35:20.151,-195.12,-95.7
41.10643,29.02647,2025-03-14 14:35:20.580,-195.12,-96.4
41.10645,29.02648,2025-03-14 14:35:21.034,-195.22,-98.5
41.10645,29.02648,2025-03-14 14:35:21.500,-195.22,-94.9
41.10646,29.02648,2025-03-14 14:35:22.272,-195.31,-96.6
41.10646,29.02648,2025-03-14 14:35:22.769,-195.31,-95.8
41.10647,29.02648,2025-03-14 14:35:23.259,-195.39,-94.4
41.10647,29.02648,2025-03-14 14:35:23.662,-195.39,-93.8
41.10647,29.02649,2025-03-14 14:35:24.116,-195.33,-94.1
41.10647,29.02649,2025-03-14 14:35:24.499,-195.33,-96.4
41.10648,29.02649,2025-03-14 14:35:25.026,-195.41,-98.5
41.10648,29.02649,2025-03-14 14:35:25.895,-195.41,-96.9
41.1065,29.02648,2025-03-14 14:35:26.156,-195.64,-98.2
41.10651,29.02649,2025-03-14 14:35:27.035,-195.66,-96.7
41.10651,29.02649,2025-03-14 14:35:27.499,-195.66,-96.0
41.10651,29.02649,2025-03-14 14:35:27.914,-195.66,-98.5
41.10652,29.02649,2025-03-14 14:35:28.706,-195.75,-97.3
41.10653,29.0265,2025-03-14 14:35:29.141,-195.77,-96.9
41.10681,29.02609,2025-03-14 14:36:44.613,-200.08,-102.2
