Latitude,Longitude,Time,Predicted Value,Actual Value
41.10464,29.0216,2025-03-14 14:22:06.085,-166.63,-58.9
41.10464,29.0216,2025-03-14 14:22:06.509,-166.63,-59.1
41.10464,29.02161,2025-03-14 14:22:07.030,-166.49,-57.9
41.10464,29.02161,2025-03-14 14:22:07.500,-166.49,-59.5
41.10465,29.02162,2025-03-14 14:22:08.086,-166.87,-60.6
41.10465,29.02162,2025-03-14 14:22:08.786,-166.87,-56.8
41.10466,29.02162,2025-03-14 14:22:09.263,-167.36,-58.6
41.10466,29.02162,2025-03-14 14:22:09.726,-167.36,-59.5
41.10467,29.02163,2025-03-14 14:22:10.246,-167.74,-63.7
41.10467,29.02163,2025-03-14 14:22:10.655,-167.74,-64.4
41.10468,29.02163,2025-03-14 14:22:11.145,-168.22,-63.5
41.10468,29.02163,2025-03-14 14:22:11.620,-168.22,-60.9
41.10469,29.02163,2025-03-14 14:22:12.091,-168.68,-65.7
41.10469,29.02163,2025-03-14 14:22:12.546,-168.68,-63.0
41.1047,29.02163,2025-03-14 14:22:13.035,-169.13,-65.7
41.1047,29.02163,2025-03-14 14:22:13.501,-169.13,-63.6
41.10471,29.02163,2025-03-14 14:22:14.093,-169.57,-61.2
41.10471,29.02163,2025-03-14 14:22:14.500,-169.57,-59.2
41.10472,29.02163,2025-03-14 14:22:15.306,-170.01,-63.9
41.10472,29.02163,2025-03-14 14:22:15.785,-170.01,-62.9
41.10473,29.02163,2025-03-14 14:22:16.279,-170.43,-63.9
41.10473,29.02163,2025-03-14 14:22:16.738,-170.43,-58.9
41.10475,29.02163,2025-03-14 14:22:17.192,-171.25,-66.0
41.10475,29.02163,2025-03-14 14:22:17.656,-171.25,-66.2
41.10476,29.02163,2025-03-14 14:22:18.135,-171.64,-65.4
41.10476,29.02163,2025-03-14 14:22:18.602,-171.64,-62.6
41.10477,29.02163,2025-03-14 14:22:19.078,-172.03,-65.1
41.10477,29.02163,2025-03-14 14:22:19.500,-172.03,-64.6
41.10479,29.02163,2025-03-14 14:22:20.387,-172.78,-67.3
41.10479,29.02163,2025-03-14 14:22:20.858,-172.78,-66.2
41.1048,29.02163,2025-03-14 14:22:21.335,-173.14,-66.5
41.1048,29.02163,2025-03-14 14:22:21.806,-173.14,-64.1
41.10481,29.02163,2025-03-14 14:22:22.238,-173.5,-63.9
41.10481,29.02163,2025-03-14 14:22:22.721,-173.5,-65.1
41.10482,29.02162,2025-03-14 14:22:23.105,-173.9,-66.1
41.10482,29.02162,2025-03-14 14:22:23.561,-173.9,-68.8
41.10484,29.02163,2025-03-14 14:22:24.441,-174.53,-69.5
41.10484,29.02163,2025-03-14 14:22:24.884,-174.53,-68.1
41.10485,29.02163,2025-03-14 14:22:25.336,-174.86,-67.6
41.10485,29.02163,2025-03-14 14:22:25.720,-174.86,-69.1
41.10486,29.02163,2025-03-14 14:22:26.446,-175.19,-70.3
41.10486,29.02163,2025-03-14 14:22:26.615,-175.19,-66.3
41.10487,29.02163,2025-03-14 14:22:27.449,-175.51,-66.2
41.10487,29.02163,2025-03-14 14:22:27.564,-175.51,-71.0
41.10489,29.02162,2025-03-14 14:22:28.499,-176.17,-74.8
41.1049,29.02162,2025-03-14 14:22:29.024,-176.47,-71.9
41.1049,29.02162,2025-03-14 14:22:29.500,-176.47,-71.8
41.1049,29.02162,2025-03-14 14:22:29.999,-176.47,-68.9
41.10491,29.02163,2025-03-14 14:22:30.500,-176.73,-72.1
41.10491,29.02162,2025-03-14 14:22:31.039,-176.77,-74.1
41.10491,29.02162,2025-03-14 14:22:31.500,-176.77,-69.8
41.10492,29.02162,2025-03-14 14:22:32.112,-177.06,-70.1
41.10492,29.02162,2025-03-14 14:22:32.501,-177.06,-67.9
41.10493,29.02162,2025-03-14 14:22:33.058,-177.35,-70.3
41.10493,29.02162,2025-03-14 14:22:33.563,-177.35,-72.2
41.10493,29.02162,2025-03-14 14:22:34.076,-177.35,-75.1
41.10493,29.02162,2025-03-14 14:22:34.500,-177.35,-69.8
41.10495,29.02162,2025-03-14 14:22:35.029,-177.91,-71.3
41.10495,29.02162,2025-03-14 14:22:35.581,-177.91,-73.9
41.10496,29.02162,2025-03-14 14:22:36.042,-178.18,-75.0
41.10496,29.02162,2025-03-14 14:22:36.499,-178.18,-69.8
41.10497,29.02162,2025-03-14 14:22:37.050,-178.45,-73.4
41.10497,29.02162,2025-03-14 14:22:37.501,-178.45,-71.7
41.10498,29.02162,2025-03-14 14:22:38.121,-178.72,-74.4
41.10498,29.02162,2025-03-14 14:22:38.563,-178.72,-77.8
41.10498,29.02162,2025-03-14 14:22:39.032,-178.72,-77.2
41.10498,29.02162,2025-03-14 14:22:39.499,-178.72,-76.5
41.10499,29.02162,2025-03-14 14:22:40.124,-178.98,-76.9
41.10499,29.02162,2025-03-14 14:22:40.499,-178.98,-78.4
41.105,29.02162,2025-03-14 14:22:41.023,-179.24,-78.2
41.105,29.02162,2025-03-14 14:22:41.500,-179.24,-76.6
41.10501,29.02162,2025-03-14 14:22:42.125,-179.49,-77.6
41.10501,29.02162,2025-03-14 14:22:42.500,-179.49,-78.0
41.10502,29.02161,2025-03-14 14:22:43.132,-179.77,-76.5
41.10502,29.02161,2025-03-14 14:22:43.596,-179.77,-71.5
41.10502,29.02161,2025-03-14 14:22:44.127,-179.77,-70.2
41.10502,29.02161,2025-03-14 14:22:44.540,-179.77,-73.2
41.10503,29.02162,2025-03-14 14:22:45.030,-179.99,-75.5
41.10503,29.02162,2025-03-14 14:22:45.501,-179.99,-77.6
41.10504,29.02162,2025-03-14 14:22:46.133,-180.24,-77.9
41.10504,29.02162,2025-03-14 14:22:46.500,-180.24,-76.2
41.10504,29.02162,2025-03-14 14:22:47.043,-180.24,-78.8
41.10504,29.02162,2025-03-14 14:22:47.499,-180.24,-74.5
41.10505,29.02162,2025-03-14 14:22:48.135,-180.48,-75.5
41.10505,29.02162,2025-03-14 14:22:48.499,-180.48,-74.5
41.10506,29.02162,2025-03-14 14:22:49.138,-180.72,-81.7
41.10506,29.02162,2025-03-14 14:22:49.613,-180.72,-78.6
41.10507,29.02163,2025-03-14 14:22:50.137,-180.93,-77.4
41.10507,29.02163,2025-03-14 14:22:50.593,-180.93,-79.5
41.10508,29.02163,2025-03-14 14:22:51.031,-181.16,-81.1
41.10508,29.02163,2025-03-14 14:22:51.499,-181.16,-78.2
41.10509,29.02163,2025-03-14 14:22:52.204,-181.39,-79.3
41.10509,29.02163,2025-03-14 14:22:52.680,-181.39,-79.6
41.10509,29.02164,2025-03-14 14:22:53.160,-181.37,-79.2
41.10509,29.02164,2025-03-14 14:22:53.659,-181.37,-78.3
41.1051,29.02164,2025-03-14 14:22:54.141,-181.6,-76.5
41.1051,29.02164,2025-03-14 14:22:54.607,-181.6,-77.1
41.10511,29.02165,2025-03-14 14:22:55.065,-181.8,-74.2
41.10511,29.02165,2025-03-14 14:22:55.526,-181.8,-78.3
41.10512,29.02165,2025-03-14 14:22:56.145,-182.03,-75.0
41.10512,29.02165,2025-03-14 14:22:56.501,-182.03,-73.2
41.10513,29.02166,2025-03-14 14:22:57.065,-182.23,-75.3
41.10513,29.02166,2025-03-14 14:22:57.500,-182.23,-77.2
41.10514,29.02166,2025-03-14 14:22:58.147,-182.45,-84.3
41.10514,29.02166,2025-03-14 14:22:58.499,-182.45,-76.9
41.10515,29.02166,2025-03-14 14:22:59.236,-182.66,-79.9
41.10515,29.02166,2025-03-14 14:22:59.653,-182.66,-76.6
