Latitude,Longitude,Time,Predicted Value,Actual Value
41.10433,29.02031,2025-03-14 14:20:11.179,-187.74,-78.2
41.10433,29.02031,2025-03-14 14:20:11.561,-187.74,-76.9
41.10433,29.02031,2025-03-14 14:20:11.953,-187.74,-76.1
41.10433,29.02031,2025-03-14 14:20:12.318,-187.74,-75.5
41.10433,29.02031,2025-03-14 14:20:12.955,-187.74,-75.6
41.10435,29.02032,2025-03-14 14:20:13.499,-187.61,-76.4
41.10435,29.02032,2025-03-14 14:20:13.958,-187.61,-74.2
41.10437,29.02032,2025-03-14 14:20:14.089,-187.62,-74.5
41.10437,29.02032,2025-03-14 14:20:14.990,-187.62,-74.9
41.10437,29.02032,2025-03-14 14:20:15.443,-187.62,-74.1
41.10437,29.02032,2025-03-14 14:20:15.999,-187.62,-75.6
41.10438,29.02033,2025-03-14 14:20:16.499,-187.5,-75.3
41.10439,29.02033,2025-03-14 14:20:17.028,-187.51,-75.1
41.10439,29.02033,2025-03-14 14:20:17.501,-187.51,-75.6
41.10439,29.02033,2025-03-14 14:20:18.062,-187.51,-74.8
41.10439,29.02033,2025-03-14 14:20:18.501,-187.51,-74.4
41.10439,29.02033,2025-03-14 14:20:19.085,-187.51,-75.9
41.10439,29.02033,2025-03-14 14:20:19.566,-187.51,-74.2
41.10439,29.02033,2025-03-14 14:20:20.014,-187.51,-73.7
41.10439,29.02033,2025-03-14 14:20:20.499,-187.51,-73.9
41.10439,29.02034,2025-03-14 14:20:21.032,-187.39,-75.7
41.10439,29.02034,2025-03-14 14:20:21.499,-187.39,-74.8
41.1044,29.02033,2025-03-14 14:20:22.070,-187.52,-75.9
41.1044,29.02033,2025-03-14 14:20:22.501,-187.52,-76.2
41.10441,29.02031,2025-03-14 14:20:23.045,-187.77,-80.6
41.10441,29.02031,2025-03-14 14:20:23.500,-187.77,-81.1
41.10442,29.0203,2025-03-14 14:20:24.017,-187.9,-76.4
41.10442,29.0203,2025-03-14 14:20:24.642,-187.9,-76.6
41.10443,29.02028,2025-03-14 14:20:25.077,-188.15,-74.8
41.10443,29.02028,2025-03-14 14:20:25.561,-188.15,-73.9
41.10444,29.02026,2025-03-14 14:20:26.057,-188.39,-73.2
41.10444,29.02026,2025-03-14 14:20:26.501,-188.39,-73.8
41.10444,29.02025,2025-03-14 14:20:27.075,-188.51,-74.5
41.10444,29.02025,2025-03-14 14:20:27.500,-188.51,-75.1
41.10446,29.02023,2025-03-14 14:20:28.020,-188.76,-72.9
41.10448,29.02022,2025-03-14 14:20:28.691,-188.91,-72.2
